PN	ASSIGNEE	去標點符號	lower
8099849	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8112874	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8202529	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8343529	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8377533	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8551152	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8562670	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8591936	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8592036	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8603530	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8603634	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8632847	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8679519	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8752268	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8808342	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8883175	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8925177	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9038260	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9044312	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9078958	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9089412	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9259341	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9326875	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9358325	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9375334	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9439792	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9446173	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9452067	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9554925	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9561611	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9579225	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9610385	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9675737	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9694116	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9724219	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9737641	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9772299	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9827119	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9855705	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9901663	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
9931787	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
9949854	Abbott Cardiovascular Systems Inc.	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
10145811	ABBOTT CARDIOVASCULAR SYSTEMS INC.	ABBOTTCARDIOVASCULARSYSTEMSINC	abbottcardiovascularsystemsinc
8017237	"Abbott Cardiovascular Systems, Inc."	AbbottCardiovascularSystemsInc	abbottcardiovascularsystemsinc
8557104	Abbott Diabates Care Inc.	AbbottDiabatesCareInc	abbottdiabatescareinc
7368190	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7462264	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7666284	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7670470	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7699973	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7713406	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7754093	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7756561	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7797825	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7811430	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7811432	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7846311	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7901554	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7905998	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7909984	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7918975	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7918988	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7922971	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7967962	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7998336	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8066649	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8070692	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8083927	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8083928	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8105244	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8105245	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8114270	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8118992	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8123929	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8136220	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8147666	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8163146	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8163160	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8165651	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8211038	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8211280	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8221612	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8224413	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8255034	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8262874	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8306598	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8377271	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8380274	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8383361	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8391945	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8409425	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8414749	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8414750	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8414761	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8414762	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8419927	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8425743	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8431011	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8435447	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8437829	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8460243	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8473021	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8557103	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8613892	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8652068	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8696884	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8701282	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8718943	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8728297	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8741590	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8759055	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8761857	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8808515	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8815175	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8888716	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
8924161	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9014774	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9063076	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9097660	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9291591	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9414778	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9465005	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9465034	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9535028	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9713443	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9714441	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9770202	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9927386	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
9983161	Abbott Diabetes Care Inc.	AbbottDiabetesCareInc	abbottdiabetescareinc
7335294	"Abbott Diabetes Care, Inc."	AbbottDiabetesCareInc	abbottdiabetescareinc
8293374	Abbott GmbH & Co. KG	AbbottGmbH&CoKG	abbottgmbh&cokg
8012471	Abbott Healthcare Products B.V.	AbbottHealthcareProductsBV	abbotthealthcareproductsbv
8062842	Abbott Healthcare Products B.V.	AbbottHealthcareProductsBV	abbotthealthcareproductsbv
8389284	Abbott Healthcare Products B.V.	AbbottHealthcareProductsBV	abbotthealthcareproductsbv
6662031	Abbott Laboratoies	AbbottLaboratoies	abbottlaboratoies
4070246	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4161488	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4166825	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4198484	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4217269	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4219497	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4241044	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4311482	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4320087	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4420568	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4451652	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4476229	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4510251	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4544546	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4550163	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4578349	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4585862	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4593089	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4623248	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4672038	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4687329	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4689304	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4734378	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4740080	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4743561	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4748110	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4868132	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4877745	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4902630	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4956148	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4960691	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
4983529	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5006473	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5035861	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5051354	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5075077	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5096838	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5097097	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5120643	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5120662	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5135875	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5141848	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5144030	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5158873	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5206179	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5252459	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5262333	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5264373	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5266498	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5273882	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5281540	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5282149	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5289385	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5310469	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5311426	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5320808	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5324481	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5326449	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5332661	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5338684	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5340750	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5356772	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5387790	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5391740	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5407835	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5411894	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5413911	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5463027	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5464767	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5468649	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5520787	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5576215	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5578500	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5578577	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5599668	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5599677	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5614419	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5616460	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5641630	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5643721	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5681695	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5681754	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5686272	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5698393	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
5698401	Abbott Laboratories	AbbottLaboratories	abbottlaboratories
