PN,ASSIGNEE,value
8628775,AbGenomics Cooperatief U.A.,27739
9833314,"Abiomed, Inc.",7495
8992406,"Abiomed, Inc.",29786
9814813,"Abiomed, Inc.",29787
6444261,Abion Beteiligungs-und Verwaltungsgesellschaft mbH,7045
9547004,ABIONIC SA,6180
9989526,ABIONIC SA,23613
10166540,ABIONIC SA,29744
9701982,ABL SA,26885
8859198,ABL SA,29655
9682109,ABL SA,29656
9932646,ABL SA,29657
6567163,Able Signal Company LLC,15852
7081954,Able Signal Company LLC,15854
7522271,Able Signal Company LLC,15987
7939277,Ablynx N.V.,28186
9028816,Ablynx N.V.,28187
8703135,Ablynx N.V.,29482
9346884,Ablynx N.V.,29483
9683045,Ablynx N.V.,29484
9439869,Abott Cardiovascular Systems Inc.,2867
9194921,"ABQMR, Inc.",9925
9958516,"ABQMR, Inc.",9926
8420603,"Abraxis BioScience, LLC",14604
9671406,"Abraxis BioScience, LLC",14608
8415304,"Abraxis BioScience, LLC",29071
8916204,"Abraxis BioScience, LLC",29082
9410179,ABS ADVANCED BIOMEDICAL SYSTEMS SRL,11177
7423090,"Absorbent Technologies, Inc.",16922
8034635,AbSorber AB,1611
8173372,AbSorber AB,1612
9546991,"Absorption Systems Group, LLC",18987
7192515,ABT Advanced Bioanalytical Technology GmbH,20654
8333952,"ABT Molecular Imaging, Inc.",28899
10109385,"ABT Molecular Imaging, Inc.",28900
7229559,"Abtech Industries, Inc.",6024
5482684,"Abtox, Inc.",11815
5498526,"Abtox, Inc.",12079
5620656,"Abtox, Inc.",13718
7638290,ABX,23777
8048420,AC Immune S.A.,8730
8613923,AC Immune S.A.,8731
9175094,AC Immune S.A.,8733
9229012,Academia Sinica,1967
9541480,Academia Sinica,14171
9494500,Academia Sinica,15041
6218114,Academia Sinica,21165
7354709,Academia Sinica,23467
6596849,Academia Sinica,23992
6617118,Academia Sinica,24080
7326837,Academia Sinica,24369
8354234,Academia Sinica,24973
8680020,Academia Sinica,25709
9321818,Academia Sinica,27190
7943330,Academia Sinica,28199
9816981,Academia Sinica,28200
7960139,Academia Sinica,28253
8168413,Academia Sinica,28649
8420328,Academia Sinica,29076
8553219,Academisch Medisch Centrum Bu de Universiteit van Amsterdam,28382
7713696,Academisch Zeikenhuis Leiden H.O.D.N. Lumc,27678
7632654,Academisch Ziekenhuis bij de Universiteit van Amsterdam,5010
7618828,Academisch Ziekenhuis Groningen,23411
10119122,Academisch Ziekenhuis Leiden,28888
8029998,Academisch Ziekenhuis Leiden H.O.D.N. LUMC,27679
6682883,"Acambis, Inc.",24389
9579646,"ACCEL BIOTECH, INC.",12586
8895255,"Accelerate Diagnostics, Inc.",1244
9657327,"Accelerate Diagnostics, Inc.",1245
9677109,"Accelerate Diagnostics, Inc.",1246
9841422,"Accelerate Diagnostics, Inc.",1247
8460887,"Accelerate Diagnostics, Inc.",2318
7988973,Acceleron Pharma Inc.,24487
9505813,Acceleron Pharma Inc.,24489
9526759,Acceleron Pharma Inc.,24490
8361957,Acceleron Pharma Inc.,24488
8071319,Accelr8 Technology Corporation,2316
6844028,Accelr8 Technology Corporation,6121
7067194,Accelr8 Technology Corporation,6122
8178602,Accelr8 Technology Corporation,6131
7341841,Accelr8 Technology Corporation,8098
7687239,Accelrs Technology Corporation,2310
7146278,Accelrys Software Inc.,23143
8400317,Accenture Global Services Limited,26153
10210738,Accenture Global Services Limited,26155
9594078,"ACCESS BIO, INC.",1974
9616427,"Access Medical Systems, LTD",30230
8647889,"Access Medical Systems, LTD",714
9435794,"Access Medical Systems, LTD",715
8309369,"Access Medical Systems, LTD",1893
9568431,"Access Medical Systems, LTD",1894
8753574,"Access Medical Systems, LTD",14261
8597578,"Access Medical Systems, LTD",16254
8940238,"Access Medical Systems, LTD",16255
9719936,"Access Medical Systems, LTD",16256
8501496,"Access Medical Systems, LTD",20269
10161945,"Access Medical Systems, LTD",30231
6821484,Accip Biotech APS,16859
7754439,"Accupath Diagnostic Laboratories, Inc.",6771
8323882,"Accupath Diagnostic Laboratories, Inc.",6773
8940478,"Accupath Diagnostic Laboratories, Inc.",6776
9415369,"Accupath Diagnostic Laboratories, Inc.",6777
7569338,"Accuplex, LLC.",12544
7459303,ACEA Biosciences,871
7468255,ACEA Biosciences,872
7470533,ACEA Biosciences,873
7732127,ACEA Biosciences,878
8041515,ACEA Biosciences,888
9612234,ACEA Biosciences,924
10012636,ACEA Biosciences,928
10018581,ACEA Biosciences,929
10215748,ACEA Biosciences,934
9869628,ACEA Biosciences,2682
9709548,ACEA Biosciences,6423
8420363,ACEA Biosciences,18382
8298586,Acell Inc,4714
8709354,Achira Labs Pvt. Ltd.,367
6344326,"Aclara Bio Sciences, Inc.",5618
6686152,"Aclara Bio Sciences, Inc.",1700
6949347,"Aclara Bio Sciences, Inc.",1923
6939451,"Aclara Bio Sciences, Inc.",5188
6916612,"Aclara Bio Sciences, Inc.",9746
6955874,"Aclara Bio Sciences, Inc.",9749
7037654,"Aclara Bio Sciences, Inc.",9750
6649351,"Aclara Bio Sciences, Inc.",15068
6007690,"Aclara Bio Sciences, Inc.",18759
6632606,"Aclara Bio Sciences, Inc.",19067
6074827,"Aclara Bio Sciences, Inc.",19564
6103199,"Aclara Bio Sciences, Inc.",19861
6515753,"Aclara Bio Sciences, Inc.",20527
6322980,"Aclara Bio Sciences, Inc.",22539
6824663,"Aclara Bio Sciences, Inc.",25000
6565808,Acon Laboratories,3402
6890484,Acon Laboratories,3404
6759190,Acon Laboratories,4089
8410050,"Acorda Therapeutics, Inc.",29060
9744215,"Acorda Therapeutics, Inc.",29061
9272015,"Acorda Therapeutics, Inc.",30043
5315375,"Acrogen, Inc.",9630
7964370,Actherm Inc,3676
8372660,Actherm Inc,4090
8133718,Actherm Inc,21110
8367015,Actherm Inc,21111
7722941,Actilor GmbH,27696
9530498,Actilor GmbH,27697
5087556,"Actimed Laboratories, Inc.",7209
6572894,Actipac Biosystems GmbH,1705
7052864,Active Motif Chromeon GmbH,9000
7067275,Active Motif Chromeon GmbH,25874
7179655,"Activx Biosciences, Inc.",1891
7365178,"Activx Biosciences, Inc.",26714
8202845,"Acuity Pharmaceuticals, Inc.",1010
9310383,"Acumen Pharmaceuticals, Inc.",27889
6962006,"Acusphere, Inc.",18974
5320908,Ad Tech Holdings Limited,9694
5395651,Ad Tech Holdings Limited,10563
6224983,Ad Tech Holdings Limited,21233
9371558,Adaptive Biotechnologies Corp.,8547
10150996,Adaptive Biotechnologies Corp.,8560
10214770,Adaptive Biotechnologies Corp.,8561
9150905,Adaptive Biotechnologies Corporation,8544
9279159,Adaptive Biotechnologies Corporation,8545
7767283,Add-X Biotech AB,7394
5849544,Adelaide Children's Hospital,16883
6017738,Adelaide Children's Hospital,18905
9587283,Adello Biologics,30209
6511748,"Aderans Research Institute, Inc.",23501
5089387,Adeza Biomedical Corporation,7223
5478527,Adeza Biomedical Corporation,11781
7476533,"Adhesives Research, Inc.",50
7927865,"Adhesives Research, Inc.",51
8202719,"Adhesives Research, Inc.",52
9354228,"Adimab, LLC",17024
8062895,"Adlyfe, Inc.",1301
7691639,"Adlyfe, Inc.",1937
8372593,"Adlyfe, Inc.",1955
7507528,Adnagen AG,20849
6124105,Adock Ingram Limited,20093
5747178,Adtech Holding,15514
6777245,Advalytix AG,14589
7198813,Advalytix AG,15037
7736687,"Advance Bio Prosthetic Surfaces, Ltd.",10853
8357281,"Advanced Analytical Technologies, Inc.",19280
9482670,"Advanced Animal Diagnostic, Inc.",12018
9052315,"Advanced Animal Diagnostic, Inc.",12017
9816982,"Advanced Animal Diagnostic, Inc.",12019
10222383,"Advanced Animal Diagnostic, Inc.",16188
7491226,"Advanced Bio Prosthetic Surfaces, Ltd.",10851
7641680,"Advanced Bio Prosthetic Surfaces, Ltd.",10852
8313523,"Advanced Bio Prosthetic Surfaces, Ltd.",10858
8910363,"Advanced Bio Prosthetic Surfaces, Ltd.",10862
8147859,"Advanced Bio Prosthetic Surfaces, Ltd.",12189
8709066,"Advanced Bio Prosthetic Surfaces, Ltd.",12190
8458879,"Advanced Bio Prosthetic Surfaces, Ltd., a wholly owned subsidiary of Palmaz Scientific, Inc.",10859
8715335,"Advanced Bio Prosthetic Surfaces, Ltd., a wholly owned subsidiary of Palmaz Scientific, Inc.",10861
9132001,"Advanced Bio Prosthetic Surfaces, Ltd., a wholly owned subsidiary of Palmaz Scientific, Inc.",10864
9399087,"Advanced Bio Prosthetic Surfaces, Ltd., a wholly owned subsidiary of Palmaz Scientific, Inc.",30129
6054557,Advanced Bioconcept (1994) Ltd.,19383
6677430,Advanced Bioconcept (1994) Ltd.,370
6680367,Advanced Bioconcept (1994) Ltd.,371
8386047,Advanced Bionics,9896
6862805,Advanced Bionics Corporation,15210
6144883,Advanced Bionics Corporation,20353
6757970,Advanced Bionics Corporation,24733
7309433,Advanced Bioprocess Development Limited,785
7708886,Advanced Bioprocess Development Limited,786
6251662,Advanced Biotechnologies Limited,21582
7128228,Advanced Biotechnologies Limited,26024
6558631,Advanced Biotechnologies Limited,1123
7455907,Advanced Cardiovascular Systems Inc.,14218
7761968,Advanced Cardiovascular Systems Inc.,2779
8172897,Advanced Cardiovascular Systems Inc.,2784
8293367,Advanced Cardiovascular Systems Inc.,2785
7514122,Advanced Cardiovascular Systems Inc.,3044
6723120,Advanced Cardiovascular Systems Inc.,3354
7931931,Advanced Cardiovascular Systems Inc.,3355
5421955,Advanced Cardiovascular Systems Inc.,10846
6689159,Advanced Cardiovascular Systems Inc.,10847
6736843,Advanced Cardiovascular Systems Inc.,10848
6908479,Advanced Cardiovascular Systems Inc.,10849
7311980,Advanced Cardiovascular Systems Inc.,12147
5514154,Advanced Cardiovascular Systems Inc.,12288
5629077,Advanced Cardiovascular Systems Inc.,13846
6508832,Advanced Cardiovascular Systems Inc.,13847
5649977,Advanced Cardiovascular Systems Inc.,14213
7056591,Advanced Cardiovascular Systems Inc.,14214
7220816,Advanced Cardiovascular Systems Inc.,14215
7390497,Advanced Cardiovascular Systems Inc.,14216
7435788,Advanced Cardiovascular Systems Inc.,14217
7538180,Advanced Cardiovascular Systems Inc.,14219
7601383,Advanced Cardiovascular Systems Inc.,14220
7632914,Advanced Cardiovascular Systems Inc.,14221
7713637,Advanced Cardiovascular Systems Inc.,14222
7772359,Advanced Cardiovascular Systems Inc.,14224
7786249,Advanced Cardiovascular Systems Inc.,14225
8052988,Advanced Cardiovascular Systems Inc.,14227
8231962,Advanced Cardiovascular Systems Inc.,14228
8277926,Advanced Cardiovascular Systems Inc.,14229
8597673,Advanced Cardiovascular Systems Inc.,14230
8778376,Advanced Cardiovascular Systems Inc.,14232
7261946,Advanced Cardiovascular Systems Inc.,15247
7875073,Advanced Cardiovascular Systems Inc.,15249
5728158,Advanced Cardiovascular Systems Inc.,15293
5766710,Advanced Cardiovascular Systems Inc.,15762
6451373,Advanced Cardiovascular Systems Inc.,15763
7232573,Advanced Cardiovascular Systems Inc.,17034
7294329,Advanced Cardiovascular Systems Inc.,17035
7413746,Advanced Cardiovascular Systems Inc.,17036
8551446,Advanced Cardiovascular Systems Inc.,17037
8828069,Advanced Cardiovascular Systems Inc.,17679
6240616,Advanced Cardiovascular Systems Inc.,21465
6541116,Advanced Cardiovascular Systems Inc.,23663
6574851,Advanced Cardiovascular Systems Inc.,23843
8105391,Advanced Cardiovascular Systems Inc.,24176
8703293,Advanced Cardiovascular Systems Inc.,24177
7966708,Advanced Cardiovascular Systems Inc.,27773
7709198,"Advanced Cell Diagnostics, Inc.",5116
8604182,"Advanced Cell Diagnostics, Inc.",5127
8951726,"Advanced Cell Diagnostics, Inc.",5130
9315854,"Advanced Cell Diagnostics, Inc.",5133
6782619,"Advanced Cochlear Systems, Inc.",3305
6678564,"Advanced Cochlear Systems, Inc.",24376
7551058,"Advanced Design Consulting USA, Inc.",25755
7038470,"Advanced Design Consulting, USA, Ind.",25754
7744883,"Advanced Extravascular Systems, Inc.",19624
8865172,"Advanced Extravascular Systems, Inc.",19625
6645719,Advanced Gene Technology Corporation,24253
6908678,"Advanced Gene Technology, Corp.",18521
6884627,"Advanced Gene Technology, Corp.",20479
8603714,"Advanced Image Resources, LLC",28031
9005910,"Advanced Life Science Institute, Inc.",10390
8426213,Advanced Liquid Logic Inc,1188
8304253,Advanced Liquid Logic Inc,16794
8492168,Advanced Liquid Logic Inc,8706
8317990,Advanced Liquid Logic Inc,22170
8394641,Advanced Liquid Logic Inc,22171
8481125,Advanced Liquid Logic Inc,24066
9180450,Advanced Liquid Logic Inc,5692
7569129,Advanced Liquid Logic Inc,5715
9452433,Advanced Liquid Logic Inc,5720
9513253,Advanced Liquid Logic Inc,5721
9517469,Advanced Liquid Logic Inc,5722
8088578,Advanced Liquid Logic Inc,8122
8137917,Advanced Liquid Logic Inc,8123
9358551,Advanced Liquid Logic Inc,8124
9446404,Advanced Liquid Logic Inc,8125
9476856,Advanced Liquid Logic Inc,8126
9492822,Advanced Liquid Logic Inc,8127
9545640,Advanced Liquid Logic Inc,8128
9545641,Advanced Liquid Logic Inc,8129
9574220,Advanced Liquid Logic Inc,8130
9631244,Advanced Liquid Logic Inc,8131
9675972,Advanced Liquid Logic Inc,8132
9707579,Advanced Liquid Logic Inc,8133
8846414,Advanced Liquid Logic Inc,13502
8041463,Advanced Liquid Logic Inc,15833
8613889,Advanced Liquid Logic Inc,15834
8637317,Advanced Liquid Logic Inc,15835
9050606,Advanced Liquid Logic Inc,15836
9086345,Advanced Liquid Logic Inc,15837
9205433,Advanced Liquid Logic Inc,15838
7822510,Advanced Liquid Logic Inc,16789
7851184,Advanced Liquid Logic Inc,16790
7939021,Advanced Liquid Logic Inc,16791
8685344,Advanced Liquid Logic Inc,20146
8901043,Advanced Liquid Logic Inc,20148
8926065,Advanced Liquid Logic Inc,20149
9011662,Advanced Liquid Logic Inc,20150
9012165,Advanced Liquid Logic Inc,20151
9046514,Advanced Liquid Logic Inc,20152
9140635,Advanced Liquid Logic Inc,20155
9188615,Advanced Liquid Logic Inc,20156
9223317,Advanced Liquid Logic Inc,20157
9248450,Advanced Liquid Logic Inc,20158
9910010,Advanced Liquid Logic Inc,20160
8208146,Advanced Liquid Logic Inc,22169
8592217,Advanced Liquid Logic Inc,22172
7439014,Advanced Liquid Logic Inc,22888
8591830,Advanced Liquid Logic Inc,23358
4554088,Advanced Magnetics Inc.,2463
5102652,Advanced Magnetics Inc.,7316
5314679,Advanced Magnetics Inc.,9604
5055288,Advanced Magnetics Inc.,6880
5219554,Advanced Magnetics Inc.,8619
5248492,Advanced Magnetics Inc.,8907
5342607,Advanced Magnetics Inc.,9989
5352432,Advanced Magnetics Inc.,10121
5679323,Advanced Magnetics Inc.,14654
4951675,"Advanced Magnetics, Incorporated",5949
6913895,"Advanced Medicine East, Inc.",3313
6420354,"Advanced Medicine, Inc.",15430
8470259,Advanced Microdevices Pvt Ltd,4883
6653255,Advanced Minerals Coroporation,6221
5656568,Advanced Minerals Corporation,14333
6712974,Advanced Minerals Corporation,24556
6892438,"Advanced Neuromodulation Systems, Inc.",12408
6880564,"Advanced Neuromodulation Systems, Inc.",25262
7588046,"Advanced Neuromodulation Systems, Inc.",25263
6957655,"Advanced Neuromodulation Systems, Inc.",25553
9664608,"ADVANCED POLYMER MONITORING TECHNOLOGIES, INC.",27429
6096344,"Advanced Polymer Systems, Inc.",19783
6238705,"Advanced Poymer Systems, Inc.",21433
7927579,"Advanced Proteome Therapeutics, Inc",21959
5905258,Advanced Research & Techology Institute,17620
6468808,"Advanced Research and Technology Institute, Inc.",14554
5837377,"Advanced Surface Technology, Inc.",16615
8735846,"Advanced Technology Applications, LLC",9583
7812318,"Advanced Technology Applications, LLC",16033
6879876,"Advanced Technology Materials, Inc.",25258
5863531,"Advanced Tissue Sciences, Inc.",17084
5902741,"Advanced Tissue Sciences, Inc.",17606
5962325,"Advanced Tissue Sciences, Inc.",18139
6022743,"Advanced Tissue Sciences, Inc.",18988
6140039,"Advanced Tissue Sciences, Inc.",20263
6284284,"Advanced Tissue Sciences, Inc.",22038
8203024,"Advanced Toffefaction Systems, LLC",16914
9663827,"AdvanDx, Inc.",18483
8268638,"Advantageous Systems, LLC",12897
10036748,"AdvaTect Diagnostics, LLC",25224
6811689,"Advion BioSciences, Inc.",5741
6814870,"Advion BioSciences, Inc.",5742
6300492,Aegera Therapeutics Inc.,22284
8801904,"Aemerge, LLC",25248
9795940,"Aemerge, LLC",25249
6284025,"Aerosol Dynamics, Inc.",22025
5964242,"AESOP, Inc.",18148
6258548,A-Fem Medical Corporation,21655
6753172,"Affinium Pharmaceuticals, Inc.",15697
6951729,"Affinium Pharmaceuticals, Inc.",15698
6706875,"Affyemtrix, Inc.",10911
5679773,Affymax Technologies N.V,14699
5412087,Affymax Technologies N.V,10720
5424186,Affymax Technologies N.V,10904
5482867,Affymax Technologies N.V,11830
5527681,Affymax Technologies N.V,12453
5545531,Affymax Technologies N.V,12650
5571639,Affymax Technologies N.V,13024
5770358,Affymax Technologies N.V,15817
6140493,Affymax Technologies N.V,20292
5491074,Affymax Technologies N.V,11960
5549974,Affymax Technologies N.V,12686
5624711,Affymax Technologies N.V,13794
6416949,"Affymax, Inc.",12826
6410245,"Affymax, Inc.",17634
7424368,"Affymetix, Inc.",16967
6551784,Affymetrix Inc,486
6440667,Affymetrix Inc,484
6830936,Affymetrix Inc,1841
6458530,Affymetrix Inc,6445
6284460,Affymetrix Inc,22042
6308170,Affymetrix Inc,22359
8273304,Affymetrix Inc,113
6428752,Affymetrix Inc,328
6638770,Affymetrix Inc,329
6544739,Affymetrix Inc,485
6566495,Affymetrix Inc,488
6610482,Affymetrix Inc,490
6630308,Affymetrix Inc,491
6646243,Affymetrix Inc,492
6849462,Affymetrix Inc,1237
6864101,Affymetrix Inc,1238
6943034,Affymetrix Inc,1239
7691330,Affymetrix Inc,1242
6410229,Affymetrix Inc,1479
6548257,Affymetrix Inc,1480
6927032,Affymetrix Inc,1482
8236493,Affymetrix Inc,1485
8796186,Affymetrix Inc,1601
6741344,Affymetrix Inc,2028
8055098,Affymetrix Inc,2033
8520976,Affymetrix Inc,2034
9445025,Affymetrix Inc,2035
6482591,Affymetrix Inc,2551
6830890,Affymetrix Inc,2559
9388457,Affymetrix Inc,3292
6613516,Affymetrix Inc,3461
6806047,Affymetrix Inc,3465
6399365,Affymetrix Inc,3684
6551817,Affymetrix Inc,3686
6733977,Affymetrix Inc,3693
7364895,Affymetrix Inc,3695
8067578,Affymetrix Inc,3696
8309496,Affymetrix Inc,3697
8637434,Affymetrix Inc,3698
6600996,Affymetrix Inc,3842
7158224,Affymetrix Inc,4521
7317415,Affymetrix Inc,4988
7689022,Affymetrix Inc,4989
7871812,Affymetrix Inc,4991
7983467,Affymetrix Inc,4992
8208710,Affymetrix Inc,4993
8391582,Affymetrix Inc,4995
9767342,Affymetrix Inc,4998
10019620,Affymetrix Inc,4999
6489114,Affymetrix Inc,5101
8114681,Affymetrix Inc,5123
8288522,Affymetrix Inc,5124
8426578,Affymetrix Inc,5126
8628918,Affymetrix Inc,5128
8632970,Affymetrix Inc,5129
8986931,Affymetrix Inc,5131
9663822,Affymetrix Inc,5135
8374818,Affymetrix Inc,5142
6803196,Affymetrix Inc,5347
6858711,Affymetrix Inc,6225
6864059,Affymetrix Inc,6226
7468243,Affymetrix Inc,6228
8026057,Affymetrix Inc,6232
8076072,Affymetrix Inc,6233
8497064,Affymetrix Inc,6237
9290798,Affymetrix Inc,6293
9845494,Affymetrix Inc,6304
6546340,Affymetrix Inc,6448
6957149,Affymetrix Inc,6462
7108976,Affymetrix Inc,6465
7115364,Affymetrix Inc,6466
7375198,Affymetrix Inc,6472
7459273,Affymetrix Inc,6473
